source,target,weight
shroud,willneff,12658
shroud,smallant,12543
shroud,steelmage,11837
shroud,trymacs,11651
shroud,taxi2g,11058
shroud,stylishnoob4,10961
shroud,xchocobars,10680
shroud,tsm_bjergsen,10420
shroud,simply,10403
shroud,supcaitlin,10377
shroud,starsmitten,10311
shroud,tinakitten,10086
shroud,silent,10001
amouranth,xqcow,83510
amouranth,thegrefg,62469
amouranth,shroud,55518
amouranth,ijenz,52516
amouranth,ibai,49422
amouranth,leynainu,40880
amouranth,mizkif,40380
amouranth,pokimane,38619
amouranth,valorant,38366
amouranth,summit1g,36129
amouranth,sodapoppin,32548
amouranth,loltyler1,31228
amouranth,trainwreckstv,31205
amouranth,disguisedtoast,29561
amouranth,melina,29390
amouranth,ninja,28265
amouranth,rubius,26381
amouranth,hasanabi,25685
amouranth,pestily,24340
amouranth,blastpremier,21290
amouranth,esfandtv,20749
amouranth,nickmercs,20364
amouranth,sypherpk,19806
amouranth,tfue,19114
amouranth,auronplay,18994
amouranth,montanablack88,18894
amouranth,lvndmark,18394
amouranth,esl_csgo,18146
amouranth,zackrawrr,17911
amouranth,faker,17839
amouranth,nmplol,17788
amouranth,lirik,17666
amouranth,moistcr1tikal,17644
amouranth,qtcinderella,17115
amouranth,rocketleague,16931
amouranth,kyedae,16490
amouranth,emiru,16399
amouranth,gotaga,16075
amouranth,juansguarnizo,15851
amouranth,casimito,15609
amouranth,kyootbot,15082
amouranth,elisabetetv,15016
amouranth,trymacs,14925
amouranth,iitztimmy,14867
amouranth,gaules,14653
amouranth,myth,14632
amouranth,roshtein,14273
amouranth,jankos,14267
amouranth,halo,14178
amouranth,jinnytty,13956
amouranth,berry0314,13932
amouranth,sykkuno,13902
amouranth,lilypichu,12929
amouranth,cyr,12842
amouranth,symfuhny,12534
amouranth,austinshow,12477
amouranth,chess,12462
amouranth,tarik,12442
amouranth,codemiko,12390
amouranth,pokelawls,12329
amouranth,castro_1021,12321
amouranth,maya,12088
amouranth,cloakzy,12033
amouranth,tsm_imperialhal,11915
amouranth,elraenn,11879
amouranth,boxbox,11851
amouranth,kamet0,11791
amouranth,clix,11693
amouranth,shahzam,11666
amouranth,coscu,11523
amouranth,elxokas,11493
amouranth,sinatraa,11121
amouranth,domingo,11100
amouranth,jelty,10855
amouranth,staryuuki,10767
amouranth,sommerset,10674
amouranth,gronkh,10669
amouranth,therealknossi,10511
amouranth,cohhcarnage,10360
amouranth,mixwell,10344
amouranth,buster,10058
amouranth,elmariana,10013
rubius,thegrefg,363951
rubius,slakun10,28400
rubius,sugussusana,28352
rubius,tvander,23238
rubius,valorant,23072
rubius,simpson_mania04,22650
rubius,staryuuki,20893
rubius,xqcow,15625
rubius,th3antonio,14034
rubius,spursito,12326
auronplay,ibai,317662
auronplay,thegrefg,282747
auronplay,rubius,261332
auronplay,juansguarnizo,245461
auronplay,axozer,123687
auronplay,biyin_,86040
auronplay,elmariana,57571
auronplay,carola,54216
auronplay,karchez,51114
auronplay,reborn_live,50917
auronplay,iamcristinini,47809
auronplay,illojuan,47633
auronplay,imantado,43338
auronplay,elxokas,39629
auronplay,lakshartnia,38597
auronplay,sugussusana,37855
auronplay,coscu,36911
auronplay,beniju03,36203
auronplay,deqiuv,34504
auronplay,perxitaa,34349
auronplay,luzu,33141
auronplay,polispol1,31626
auronplay,elded,28180
auronplay,elspreen,27491
auronplay,simpson_mania04,24541
auronplay,jelty,23391
auronplay,mixwell,22775
auronplay,knekro,22518
auronplay,elchiringuitotv,21751
auronplay,lolitofdez,21610
auronplay,mayichi,21318
auronplay,slakun10,19675
auronplay,paracetamor,19079
auronplay,tvander,18822
auronplay,betra,18313
auronplay,robleis,17765
auronplay,staryuuki,17673
auronplay,jaggerprincesa,16690
auronplay,carreraaa,15227
auronplay,papigavitv,15048
auronplay,gemita,14996
auronplay,littleragergirl,14979
auronplay,nissaxter,14254
auronplay,reventxz,13708
auronplay,spursito,13161
auronplay,hitboxking,12251
auronplay,elisawavess,11990
auronplay,valorant,11977
auronplay,lvpes2,11896
auronplay,rubenmartinweb,11577
auronplay,blackelespanolito,11556
auronplay,desst3,11156
auronplay,ernesbarbeq,11007
auronplay,elmiillor,10578
sypherpk,tfue,79664
sypherpk,xqcow,61408
sypherpk,x2twins,42118
sypherpk,valorant,27013
sypherpk,trainwreckstv,22935
sypherpk,tsm_imperialhal,15059
sypherpk,thegrefg,14193
sypherpk,teepee,13953
sypherpk,tarik,10582
summit1g,xqcow,210988
summit1g,trainwreckstv,61020
summit1g,zackrawrr,60725
summit1g,valorant,45506
summit1g,timmac,39268
summit1g,sykkuno,39187
summit1g,tfue,33766
summit1g,tarik,30105
summit1g,willerz,29327
summit1g,symfuhny,28305
summit1g,sypherpk,27166
summit1g,whippy,24204
summit1g,tsm_imperialhal,20564
summit1g,swagg,17426
summit1g,uhsnow,15404
summit1g,teepee,13472
summit1g,willneff,13054
summit1g,thegameawards,11905
summit1g,tectone,11628
summit1g,uberhaxornova,10950
summit1g,wolfabelle,10067
pestily,shroud,146246
pestily,summit1g,143486
pestily,slushpuppy,119949
pestily,sigma,91382
pestily,xqcow,88610
pestily,robn,79056
pestily,willerz,41390
pestily,sodapoppin,38294
pestily,sequisha,31115
pestily,valorant,29546
pestily,pokelawls,27759
pestily,smoke,24841
pestily,trainwreckstv,23250
pestily,sacriel,21349
pestily,zackrawrr,20137
pestily,pokimane,13508
pestily,quin69,13128
pestily,tarik,12742
pestily,sneakylol,12041
pestily,rocketleague,11884
pestily,tfue,11128
pestily,timmac,10020
adinross,imkaicenat,128102
adinross,xqcow,107722
adinross,clix,60693
adinross,trainwreckstv,59970
adinross,sypherpk,54608
adinross,nickmercs,53484
adinross,silky,47916
adinross,mizkif,47722
adinross,tfue,45614
adinross,ninja,45124
adinross,shroud,41548
adinross,swagg,37306
adinross,brucedropemoff,36133
adinross,stableronaldo,33967
adinross,sommerset,31104
adinross,summit1g,30438
adinross,symfuhny,29919
adinross,amouranth,29455
adinross,pokimane,28223
adinross,valorant,27892
adinross,hasanabi,27427
adinross,nickeh30,25746
adinross,im_dontai,25196
adinross,sodapoppin,25049
adinross,aydan,24097
adinross,loltyler1,23586
adinross,amazonmusic,23326
adinross,bugha,22860
adinross,kyedae,22570
adinross,annoying,21900
adinross,cloakzy,21020
adinross,myth,20859
adinross,sinatraa,20526
adinross,fanumtv,19060
adinross,scump,18996
adinross,lospollostv,18719
adinross,castro_1021,18615
adinross,nmplol,18327
adinross,esfandtv,17639
adinross,tarik,17581
adinross,disguisedtoast,17577
adinross,pokelawls,17411
adinross,rollingloud,17382
adinross,aussieantics,16848
adinross,iitztimmy,16815
adinross,shahzam,16571
adinross,konvy,16094
adinross,moistcr1tikal,14602
adinross,tsm_imperialhal,14495
adinross,sykkuno,14189
adinross,halo,13751
adinross,roshtein,13617
adinross,xposed,13306
adinross,cyr,13105
adinross,greekgodx,12769
adinross,austinshow,12760
adinross,diazbiffle,12459
adinross,emiru,12405
adinross,mutex,12381
adinross,asunaweeb,11806
adinross,reetlol,11133
adinross,subroza,10961
adinross,alinity,10948
adinross,rocketleague,10521
adinross,buddha,10279
adinross,pestily,10068
ninja,sypherpk,141932
ninja,xqcow,79265
ninja,tfue,75433
ninja,shroud,61830
ninja,symfuhny,42524
ninja,summit1g,41841
ninja,sommerset,36666
ninja,valorant,34844
ninja,trainwreckstv,29848
ninja,swagg,26507
ninja,thegrefg,25272
ninja,pokimane,24414
ninja,sodapoppin,22160
ninja,stableronaldo,20228
ninja,x2twins,20126
ninja,replays,19339
ninja,scump,19144
ninja,tsm_imperialhal,17723
ninja,rocketleague,17492
ninja,scoped,16703
ninja,teepee,14506
ninja,tarik,14286
ninja,pestily,13931
ninja,shivfps,13844
ninja,ranger,13653
ninja,shahzam,13634
ninja,trymacs,13582
ninja,sinatraa,13144
ninja,sykkuno,12195
ninja,roshtein,11597
ninja,nmplol,11503
ninja,zackrawrr,11018
ninja,snip3down,10935
ninja,rubius,10293
loltyler1,xqcow,140181
loltyler1,shroud,85012
loltyler1,sodapoppin,68127
loltyler1,ratirl,66671
loltyler1,summit1g,61198
loltyler1,mizkif,59853
loltyler1,thebausffs,57282
loltyler1,tfblade,56969
loltyler1,valorant,52366
loltyler1,trainwreckstv,44194
loltyler1,midbeast,40333
loltyler1,tobiasfate,37090
loltyler1,zackrawrr,34222
loltyler1,sneakylol,33013
loltyler1,pokimane,31815
loltyler1,pokelawls,29227
loltyler1,pestily,27415
loltyler1,nmplol,27353
loltyler1,moistcr1tikal,27277
loltyler1,scarra,26710
loltyler1,tarzaned,25884
loltyler1,ninja,25831
loltyler1,sanchovies,24835
loltyler1,tarik,24609
loltyler1,nickmercs,23183
loltyler1,nightblue3,22347
loltyler1,lvndmark,21239
loltyler1,myth,19801
loltyler1,moonmoon,19709
loltyler1,sinatraa,19051
loltyler1,tsm_bjergsen,18300
loltyler1,tfue,18279
loltyler1,solarbacca,18279
loltyler1,noway4u_sir,17629
loltyler1,quin69,17525
loltyler1,shahzam,17209
loltyler1,sykkuno,16685
loltyler1,tsm_imperialhal,14622
loltyler1,tectone,13062
loltyler1,roshtein,13034
loltyler1,thegrefg,12748
loltyler1,maya,12564
loltyler1,sypherpk,11941
loltyler1,richwcampbell,11634
loltyler1,nymn,11610
loltyler1,rocketleague,11505
loltyler1,subroza,10953
loltyler1,shiphtur,10870
loltyler1,wardell,10793
loltyler1,thegameawards,10615
loltyler1,symfuhny,10389
loltyler1,rayditz,10081
blastpremier,esl_csgo,240885
blastpremier,esl_csgob,135894
blastpremier,valorant,103918
blastpremier,shroud,77768
blastpremier,xqcow,65783
blastpremier,tarik,62638
blastpremier,s1mple,38184
blastpremier,summit1g,37141
blastpremier,weplaycsgo_ru,33431
blastpremier,dreamleague,30550
blastpremier,ogadotapit,27495
blastpremier,kyedae,26298
blastpremier,loltyler1,26151
blastpremier,sodapoppin,25941
blastpremier,trainwreckstv,25916
blastpremier,kennys,25530
blastpremier,chess,25198
blastpremier,rocketleague,23324
blastpremier,m0nesyof,23017
blastpremier,shahzam,22768
blastpremier,lirik,22613
blastpremier,sinatraa,22094
blastpremier,mizkif,21626
blastpremier,hiko,21496
blastpremier,buster,21020
blastpremier,jankos,20230
blastpremier,ibai,19872
blastpremier,subroza,19357
blastpremier,s0mcs,19036
blastpremier,gaules,18884
blastpremier,pestily,18475
blastpremier,disguisedtoast,17021
blastpremier,halo,16610
blastpremier,gmhikaru,16536
blastpremier,topsonous,16246
blastpremier,edenesports,16082
blastpremier,pokimane,16078
blastpremier,dota2mc_ru,14861
blastpremier,forsen,14762
blastpremier,faker,14669
blastpremier,csgomc_ru,14665
blastpremier,iitztimmy,14633
blastpremier,roshtein,14616
blastpremier,wardell,14540
blastpremier,gafallen,14474
blastpremier,esl_dota2,14409
blastpremier,gorgc,14032
blastpremier,ninja,13955
blastpremier,pubg_battlegrounds,13927
blastpremier,tsm_imperialhal,13904
blastpremier,evelone192,13502
blastpremier,lvndmark,13322
blastpremier,d0cc_tv,13299
blastpremier,k3soju,13186
blastpremier,hasanabi,13108
blastpremier,nats,12903
blastpremier,zackrawrr,12895
blastpremier,dota2ruhub,12875
blastpremier,thegrefg,12362
blastpremier,tfue,12247
blastpremier,coscu,11433
blastpremier,doublelift,11139
blastpremier,caedrel,10955
blastpremier,nmplol,10888
blastpremier,castro_1021,10531
blastpremier,ratirl,10375
blastpremier,nickmercs,10290
blastpremier,n3koglai,10023
juansguarnizo,thegrefg,220567
juansguarnizo,rubius,192233
juansguarnizo,karchez,44235
juansguarnizo,reborn_live,35995
juansguarnizo,lakshartnia,33236
juansguarnizo,sugussusana,29881
juansguarnizo,polispol1,27107
juansguarnizo,luzu,22959
juansguarnizo,perxitaa,21961
juansguarnizo,mayichi,19963
juansguarnizo,robleis,19257
juansguarnizo,staryuuki,17153
juansguarnizo,robertocein,16902
juansguarnizo,simpson_mania04,16500
juansguarnizo,mixwell,16281
juansguarnizo,paracetamor,15673
juansguarnizo,slakun10,13509
juansguarnizo,lolitofdez,12832
juansguarnizo,knekro,12784
juansguarnizo,tvander,12120
juansguarnizo,rivers_gg,12073
juansguarnizo,komanche,11573
juansguarnizo,missasinfonia,10017
n3koglai,strogo,54311
n3koglai,paradeev1ch,52673
n3koglai,weplaycsgo_ru,51180
n3koglai,strogo1337,31109
n3koglai,rostislav_999,29687
n3koglai,shadowkekw,29379
n3koglai,pokanoname,24910
n3koglai,recrent,23082
n3koglai,quickhuntik,21002
n3koglai,stray228,20405
n3koglai,pch3lk1n,19470
n3koglai,s1mple,17260
n3koglai,tpabomah,12659
n3koglai,stanislaw89,11959
n3koglai,silvername,11864
nickmercs,tfue,113935
nickmercs,swagg,89629
nickmercs,xqcow,82393
nickmercs,tsm_imperialhal,80482
nickmercs,symfuhny,75390
nickmercs,shroud,73696
nickmercs,sypherpk,73239
nickmercs,ninja,68892
nickmercs,summit1g,56181
nickmercs,shivfps,48997
nickmercs,teepee,46895
nickmercs,scump,45075
nickmercs,trainwreckstv,44635
nickmercs,sweetdreams,37903
nickmercs,snip3down,34006
nickmercs,valorant,26306
nickmercs,nokokopuffs,23817
nickmercs,rogue,22650
nickmercs,sodapoppin,20204
nickmercs,pokimane,19552
nickmercs,pestily,17914
nickmercs,playapex,15779
nickmercs,rocketleague,14562
nickmercs,tarik,14044
nickmercs,taxi2g,13268
nickmercs,sommerset,12828
nickmercs,sykkuno,11871
nickmercs,roshtein,11634
nickmercs,shahzam,11619
nickmercs,sinatraa,10871
nickmercs,shotzzy,10352
nickmercs,nmplol,10278
nickmercs,stormen,10071
disguisedtoast,xqcow,141625
disguisedtoast,sykkuno,121959
disguisedtoast,pokimane,88513
disguisedtoast,lilypichu,87051
disguisedtoast,shroud,84505
disguisedtoast,mizkif,80037
disguisedtoast,fuslie,77156
disguisedtoast,scarra,69344
disguisedtoast,valorant,65228
disguisedtoast,sodapoppin,63030
disguisedtoast,quarterjade,56076
disguisedtoast,kyedae,54538
disguisedtoast,hasanabi,52315
disguisedtoast,loltyler1,47767
disguisedtoast,iitztimmy,44838
disguisedtoast,masayoshi,44429
disguisedtoast,summit1g,42795
disguisedtoast,offlinetv,41069
disguisedtoast,k3soju,39984
disguisedtoast,tinakitten,39904
disguisedtoast,natsumiii,36509
disguisedtoast,emiru,34466
disguisedtoast,moistcr1tikal,32628
disguisedtoast,kkatamina,32203
disguisedtoast,itshafu,30835
disguisedtoast,nmplol,30368
disguisedtoast,starsmitten,30280
disguisedtoast,lirik,29961
disguisedtoast,myth,29825
disguisedtoast,qtcinderella,29247
disguisedtoast,trainwreckstv,28410
disguisedtoast,esfandtv,28198
disguisedtoast,tarik,27661
disguisedtoast,peterparktv,26981
disguisedtoast,shahzam,26452
disguisedtoast,pokelawls,26345
disguisedtoast,ray__c,25969
disguisedtoast,itsryanhiga,25964
disguisedtoast,xchocobars,25337
disguisedtoast,zackrawrr,24271
disguisedtoast,tectone,23535
disguisedtoast,sinatraa,23178
disguisedtoast,ironmouse,22229
disguisedtoast,hjune,22136
disguisedtoast,shiphtur,21967
disguisedtoast,doublelift,21561
disguisedtoast,kiyoon,20223
disguisedtoast,faker,19878
disguisedtoast,jankos,19737
disguisedtoast,maya,19335
disguisedtoast,tubbo,19015
disguisedtoast,moonmoon,18557
disguisedtoast,keanelol,17933
disguisedtoast,imaqtpie,17650
disguisedtoast,ssaab,17526
disguisedtoast,karlnetwork,17304
disguisedtoast,ninja,16801
disguisedtoast,smallant,16739
disguisedtoast,ranboolive,16679
disguisedtoast,hiko,16645
disguisedtoast,pestily,16458
disguisedtoast,omie,15843
disguisedtoast,gmhikaru,15778
disguisedtoast,forsen,15644
disguisedtoast,kristoferyee,15590
disguisedtoast,willneff,15469
disguisedtoast,nickmercs,15385
disguisedtoast,koil,15378
disguisedtoast,richwcampbell,14972
disguisedtoast,subroza,14891
disguisedtoast,s0mcs,14806
disguisedtoast,wardell,14703
disguisedtoast,simply,14338
disguisedtoast,ratirl,14187
disguisedtoast,jschlatt,14012
disguisedtoast,lacari,13837
disguisedtoast,wilbursoot,13299
disguisedtoast,foolish_gamers,13130
disguisedtoast,dwjft,13083
disguisedtoast,dogdog,12769
disguisedtoast,halo,12702
disguisedtoast,rayditz,12664
disguisedtoast,sneakylol,12656
disguisedtoast,esl_csgo,12458
disguisedtoast,philza,12257
disguisedtoast,quin69,12214
disguisedtoast,emilyywang,12148
disguisedtoast,supcaitlin,12103
disguisedtoast,thebausffs,12083
disguisedtoast,tsm_imperialhal,12065
disguisedtoast,nymn,11988
disguisedtoast,lysium,11861
disguisedtoast,imls,11824
disguisedtoast,punz,11730
disguisedtoast,nl_kripp,11728
disguisedtoast,whippy,11702
disguisedtoast,tenz,11662
disguisedtoast,jinnytty,11386
disguisedtoast,nyanners,11247
disguisedtoast,tfue,11156
disguisedtoast,sypherpk,11035
disguisedtoast,thijs,11021
disguisedtoast,enviosity,10866
disguisedtoast,kyle,10857
disguisedtoast,veibae,10787
disguisedtoast,northernlion,10662
disguisedtoast,ploo,10538
disguisedtoast,thegameawards,10473
disguisedtoast,greekgodx,10281
disguisedtoast,georgenotfound,10105
disguisedtoast,lvndmark,10005
kyedae,valorant,239347
kyedae,shroud,146847
kyedae,shahzam,105565
kyedae,sinatraa,103234
kyedae,tarik,101422
kyedae,xqcow,82127
kyedae,subroza,67449
kyedae,s0mcs,57052
kyedae,pokimane,50668
kyedae,wardell,48894
kyedae,tenz,40492
kyedae,prodval,32783
kyedae,nats,31014
kyedae,mizkif,29771
kyedae,sykkuno,28525
kyedae,sick_cs,27841
kyedae,quarterjade,27070
kyedae,masayoshi,25859
kyedae,ploo,25753
kyedae,mixwell,24223
kyedae,loltyler1,21980
kyedae,lilypichu,21408
kyedae,myth,20978
kyedae,shanks_ttv,20373
kyedae,ninja,17372
kyedae,tfue,16798
kyedae,offlinetv,16351
kyedae,summit1g,16199
kyedae,thegrefg,16008
kyedae,sypherpk,15172
kyedae,sodapoppin,14452
kyedae,tsm_imperialhal,14307
kyedae,scarra,14292
kyedae,trainwreckstv,14207
kyedae,nickmercs,13356
kyedae,prxf0rsaken,13223
kyedae,tinakitten,12234
kyedae,nadeshot,12005
kyedae,rocketleague,11838
kyedae,starsmitten,11434
kyedae,slakun10,11271
kyedae,nerdstreet,11225
halo,scump,84593
halo,myth,73781
halo,summit1g,52140
halo,shroud,51638
halo,snip3down,51466
halo,xqcow,51102
halo,hcs,48221
halo,nickmercs,46293
halo,teepee,41045
halo,valorant,39740
halo,luciid_tw,32493
halo,shotzzy,24555
halo,ninja,24168
halo,tsm_imperialhal,23246
halo,mizkif,21674
halo,sodapoppin,21640
halo,symfuhny,20650
halo,tfue,20001
halo,pestily,19941
halo,lirik,19509
halo,loltyler1,19086
halo,lxthul,18966
halo,rocketleague,18245
halo,iitztimmy,18222
halo,trainwreckstv,17328
halo,hasanabi,16787
halo,sypherpk,14990
halo,swagg,14890
halo,moistcr1tikal,14191
halo,tarik,14179
halo,nadeshot,14165
halo,lvndmark,14100
halo,thegameawards,13732
halo,pokimane,12593
halo,zackrawrr,12135
halo,kyedae,11144
halo,sweetdreams,10276
halo,shivfps,10121
gaules,liminhag0d,86320
gaules,mch_agg,69396
gaules,valorant_br,58519
gaules,ronaldotv,51080
gaules,rakin,36416
gaules,loud_coringa,28502
gaules,jukes,27831
gaules,valorant,26110
gaules,sacy,24995
gaules,oestagiario,22296
gaules,skipnho,21154
gaules,sonecarox,20581
gaules,nicklink,18891
gaules,shroud,16915
gaules,thedarkness,16478
gaules,kennzy,15413
gaules,pijack11,14846
gaules,xandfps,13698
gaules,revolta,13583
gaules,paulanobre,13473
gaules,gratis150ml,12216
gaules,mylonzete,11215
gaules,tteuw,10002
ranboolive,tubbo,195248
ranboolive,wilbursoot,194319
ranboolive,tommyinnit,129719
ranboolive,tubbolive,76014
ranboolive,sapnap,65583
ranboolive,sneegsnag,47339
ranboolive,thisisnotgeorgenotfound,45140
ranboolive,tommyinnitalt,42762
ranboolive,tinakitten,28415
ranboolive,sykkuno,26029
ranboolive,sapnapalt,22077
ranboolive,tapl,14217
ranboolive,shubbleyt,13084
ranboolive,xqcow,12584
montanablack88,trymacs,146411
montanablack88,real_bazzi,116255
montanablack88,therealknossi,111411
montanablack88,qseng66,62921
montanablack88,spartatheoriginal,57808
montanablack88,papaplatte,48232
montanablack88,unsympathisch_tv,43157
montanablack88,sidneyeweka,35319
montanablack88,tanzverbot,28888
montanablack88,ungespielt,24809
montanablack88,niklaswilson,22704
montanablack88,scurrows,22196
montanablack88,roshtein,19088
montanablack88,noway4u_sir,18649
montanablack88,orangemorange,18207
montanablack88,xqcow,16612
montanablack88,shroud,14611
montanablack88,stylerz,14120
montanablack88,thegreatbielecki,14017
montanablack88,revedtv,13711
montanablack88,ninja,12991
montanablack88,repaz,12680
montanablack88,tisischubech,12046
montanablack88,rewinside,11905
montanablack88,valorant,10607
montanablack88,trainwreckstv,10322
esl_csgo,esl_csgob,160948
esl_csgo,valorant,75716
esl_csgo,shroud,60535
esl_csgo,xqcow,50308
esl_csgo,tarik,42344
esl_csgo,summit1g,33639
esl_csgo,s1mple,28645
esl_csgo,gaules,22106
esl_csgo,sodapoppin,21809
esl_csgo,ogadotapit,21706
esl_csgo,kennys,21690
esl_csgo,trainwreckstv,21661
esl_csgo,loltyler1,20874
esl_csgo,rocketleague,19686
esl_csgo,lirik,19628
esl_csgo,weplaycsgo_ru,19495
esl_csgo,m0nesyof,18244
esl_csgo,pestily,17557
esl_csgo,mizkif,16441
esl_csgo,jankos,15965
esl_csgo,ibai,15364
esl_csgo,gafallen,15200
esl_csgo,kyedae,15154
esl_csgo,esl_dota2,13521
esl_csgo,roshtein,13090
esl_csgo,gmhikaru,12881
esl_csgo,lvndmark,12654
esl_csgo,pubg_battlegrounds,12465
esl_csgo,forsen,12398
esl_csgo,halo,12233
esl_csgo,pokimane,12025
esl_csgo,shahzam,11684
esl_csgo,hiko,11601
esl_csgo,ninja,11503
esl_csgo,faker,11404
esl_csgo,topsonous,11378
esl_csgo,sinatraa,11297
esl_csgo,gorgc,10841
esl_csgo,zackrawrr,10631
esl_csgo,iitztimmy,10325
esl_csgo,s0mcs,10122
esl_csgo,hasanabi,10057
gotaga,kamet0,117162
gotaga,squeezie,114212
gotaga,locklear,74714
gotaga,ponce,57256
gotaga,jlamaru,55611
gotaga,rebeudeter,48274
gotaga,jltomy,44684
gotaga,sardoche,44028
gotaga,skyrroztv,43940
gotaga,shaunz,42108
gotaga,lebouseuh,39826
gotaga,kinstaar,39611
gotaga,solary,38059
gotaga,lestream,32474
gotaga,kaydop,32140
gotaga,waolol1,32085
gotaga,mistermv,31525
gotaga,xari,30947
gotaga,sackzitv,26801
gotaga,tonton,26256
gotaga,jlbichouu,25311
gotaga,rocketbaguette,25261
gotaga,wankilstudio,24262
gotaga,imsofresh,23954
gotaga,jeeltv,22633
gotaga,low4n,21004
gotaga,samueletienne,19498
gotaga,pauleta_youtubeur,19375
gotaga,pauleta_twitch,18424
gotaga,jbzzed,17993
gotaga,maghla,17379
gotaga,littlebigwhale,16942
gotaga,rocky_,16352
gotaga,joueur_du_grenier,16215
gotaga,nisqyy,15088
gotaga,un33d,15088
gotaga,pasdebol_tft,15041
gotaga,nateos,14355
gotaga,ricadam_lol,13161
gotaga,rhobalas_lol,12818
gotaga,jolavanille,12678
gotaga,terracid,12334
gotaga,jlbalti,11545
gotaga,laink,11460
gotaga,phyzikk,11232
gotaga,rivenzi,10888
gotaga,mynthos,10678
gotaga,ultia,10581
gotaga,rocketleague,10550
gotaga,hantera1,10469
gotaga,joyca,10257
coscu,ibai,155050
coscu,thegrefg,140039
coscu,goncho,64921
coscu,rubius,57170
coscu,momoladinastia,41123
coscu,slakun10,38448
coscu,drigo,37648
coscu,elspreen,35034
coscu,duendepablo,33191
coscu,grafo,32628
coscu,mixwell,32262
coscu,markitonavaja,27587
coscu,juansguarnizo,26755
coscu,elcanaldejoaco,24243
coscu,frankkaster,22331
coscu,elxokas,21777
coscu,valorant,20811
coscu,eldemente,20638
coscu,simpson_mania04,19515
coscu,litkillah,18396
coscu,illojuan,17755
coscu,papomc,16951
coscu,keznit1,16553
coscu,k1ng,15758
coscu,hitboxking,15661
coscu,jelty,14929
coscu,robleis,14175
coscu,lvpes2,13934
coscu,knekro,13298
coscu,iamcristinini,12733
coscu,josedeodo,11639
coscu,reventxz,11049
coscu,littleragergirl,10801
coscu,nissaxter,10524
coscu,elmiillor,10214
rocketleague,valorant,43416
