source,target,weight
dreamleague,ogadotapit,133895
dreamleague,esl_dota2,85000
dreamleague,gorgc,80161
dreamleague,topsonous,72542
dreamleague,qojqva,43117
dreamleague,masondota2,41620
dreamleague,w33haa,30830
dreamleague,esl_csgo,26105
dreamleague,valorant,22028
dreamleague,quinndota,21433
dreamleague,shroud,20922
dreamleague,xqcow,20437
dreamleague,moonstudio_en,19604
dreamleague,singsing,16361
dreamleague,epic_d2cl,14653
dreamleague,esl_csgob,14450
dreamleague,sodapoppin,11702
dreamleague,summit1g,10737
battlestategames,pestily,146278
battlestategames,lvndmark,96761
battlestategames,shroud,50181
battlestategames,slushpuppy,49837
battlestategames,summit1g,47474
battlestategames,glorious_e,47173
battlestategames,robn,39302
battlestategames,hyperrattv,35602
battlestategames,sigma,35245
battlestategames,xqcow,28162
battlestategames,hayz,23810
battlestategames,klean,23098
battlestategames,deadlyslob,22682
battlestategames,dunduk,22159
battlestategames,willerz,19809
battlestategames,mr_holodos,17176
battlestategames,fps_shaka,13223
battlestategames,stylishnoob4,13070
battlestategames,sasatikk,13058
battlestategames,mismagpie,12736
battlestategames,sequisha,12298
battlestategames,hutchmf,12019
battlestategames,grimmmz,11459
battlestategames,sodapoppin,11450
battlestategames,onepeg,11407
battlestategames,lirik,10983
battlestategames,cdnthe3rd,10641
battlestategames,meyer,10407
battlestategames,valorant,10391
battlestategames,bullseye,10283
imkaicenat,silky,45449
imkaicenat,xqcow,27674
imkaicenat,sypherpk,21511
imkaicenat,nickmercs,18751
imkaicenat,ninja,16658
imkaicenat,stableronaldo,16634
imkaicenat,swagg,16625
imkaicenat,tfue,16424
imkaicenat,trainwreckstv,14303
imkaicenat,konvy,13610
imkaicenat,mizkif,13516
imkaicenat,sommerset,13366
imkaicenat,nickeh30,12457
imkaicenat,symfuhny,12138
imkaicenat,lospollostv,10836
georgenotfound,quackity,114423
georgenotfound,ranboolive,112023
georgenotfound,wilbursoot,104348
georgenotfound,tubbo,102788
georgenotfound,karlnetwork,90553
georgenotfound,tommyinnit,76633
georgenotfound,sapnap,70314
georgenotfound,thisisnotgeorgenotfound,52776
georgenotfound,philza,48869
georgenotfound,punz,36519
georgenotfound,tubbolive,35772
georgenotfound,jackmanifoldtv,33154
georgenotfound,karljacobs,31504
georgenotfound,tommyinnitalt,26313
georgenotfound,tinakitten,24284
georgenotfound,sapnapalt,23910
georgenotfound,jschlatt,19613
georgenotfound,sneegsnag,19536
georgenotfound,nihachu,18000
georgenotfound,sykkuno,17864
georgenotfound,ranboobutnot,17043
georgenotfound,purpled,16704
georgenotfound,quackitytoo,14109
myth,xqcow,72008
myth,shroud,49831
myth,sodapoppin,37568
myth,summit1g,35649
myth,pokimane,34946
myth,nmplol,31695
myth,ninja,30925
myth,valorant,29211
myth,nickmercs,27394
myth,sypherpk,24496
myth,tfue,23184
myth,trainwreckstv,20946
myth,pokelawls,20924
myth,sykkuno,17014
myth,qtcinderella,16771
myth,tarik,16516
myth,symfuhny,16382
myth,scump,15102
myth,snip3down,15078
myth,shahzam,14158
myth,zackrawrr,13842
myth,sinatraa,13181
myth,richwcampbell,12358
myth,willneff,12320
myth,subroza,11958
myth,wardell,11517
myth,pestily,10971
myth,nymn,10426
myth,tectone,10166
thegameawards,xqcow,25383
thegameawards,valorant,18006
scump,symfuhny,37988
scump,teepee,37866
scump,swagg,37550
scump,shotzzy,32712
scump,xqcow,30182
scump,shroud,29083
scump,summit1g,25006
scump,tfue,19228
scump,valorant,16205
scump,snip3down,14864
scump,sypherpk,14811
scump,trainwreckstv,12805
scump,tsm_imperialhal,10309
shivfps,tsm_imperialhal,80911
shivfps,tfue,52998
shivfps,sweetdreams,43155
shivfps,shroud,30417
shivfps,xqcow,26883
shivfps,stormen,21264
shivfps,snip3down,20234
shivfps,taxi2g,19176
shivfps,sz_taisheen,18773
shivfps,valorant,15214
shivfps,trainwreckstv,12472
shivfps,summit1g,12401
shivfps,sypherpk,10695
shivfps,symfuhny,10129
quackity,ranboolive,112284
quackity,wilbursoot,102297
quackity,tubbo,100495
quackity,tommyinnit,72707
quackity,sapnap,65407
quackity,thisisnotgeorgenotfound,49710
quackity,tubbolive,36349
quackity,tommyinnitalt,27758
quackity,tinakitten,24332
quackity,sapnapalt,23761
quackity,sneegsnag,21789
quackity,ranboobutnot,20096
quackity,sykkuno,18323
quackity,quackitytoo,15686
roshtein,trainwreckstv,97971
roshtein,vondice,65044
roshtein,xqcow,33124
roshtein,xposed,23568
roshtein,shroud,22208
roshtein,summit1g,17481
roshtein,sodapoppin,13151
roshtein,therealknossi,12667
roshtein,trymacs,11892
roshtein,tfue,10196
esl_csgob,valorant,36657
esl_csgob,shroud,25563
esl_csgob,xqcow,21545
esl_csgob,tarik,21085
esl_csgob,s1mple,15716
esl_csgob,summit1g,13877
esl_csgob,ogadotapit,12468
esl_csgob,kennys,12138
esl_csgob,m0nesyof,11423
esl_csgob,gaules,10134
esl_csgob,trainwreckstv,10027
huskerrs,symfuhny,74642
huskerrs,swagg,63287
huskerrs,teepee,46317
huskerrs,joewo,43474
huskerrs,its_iron,43056
huskerrs,mutex,41870
huskerrs,nickmercs,37114
huskerrs,scump,24173
huskerrs,shroud,20131
huskerrs,tfue,18247
huskerrs,icemanisaac,17423
huskerrs,xqcow,15674
huskerrs,ninja,13791
huskerrs,summit1g,12711
huskerrs,sypherpk,12626
huskerrs,kalei,12285
gmhikaru,xqcow,38049
gmhikaru,shroud,22075
gmhikaru,mizkif,16731
gmhikaru,valorant,16439
gmhikaru,sodapoppin,15910
gmhikaru,loltyler1,14284
gmhikaru,summit1g,13901
gmhikaru,hasanabi,13435
gmhikaru,trainwreckstv,12452
gmhikaru,pokimane,11561
gmhikaru,jankos,10357
gmhikaru,lirik,10316
bugha,clix,60520
bugha,sypherpk,54164
bugha,ninja,41929
bugha,sommerset,36437
bugha,nickeh30,29670
bugha,tfue,29385
bugha,thegrefg,24215
bugha,stableronaldo,21541
bugha,reetlol,19708
bugha,scoped,19329
bugha,jelty,17174
bugha,xqcow,16796
bugha,x2twins,16130
bugha,mrsavage,14694
bugha,nickmercs,13831
bugha,valorant,13645
bugha,deyyszn,12110
bugha,replays,11925
bugha,mongraal,11914
bugha,shroud,11400
bugha,ibai,11357
bugha,symfuhny,10986
elxokas,ibai,137310
elxokas,thegrefg,102657
elxokas,illojuan,61624
elxokas,rubius,56893
elxokas,knekro,47014
elxokas,littleragergirl,27319
elxokas,mixwell,24507
elxokas,juansguarnizo,21523
elxokas,tvander,20868
elxokas,reventxz,20619
elxokas,nissaxter,18958
elxokas,th3antonio,17356
elxokas,iamcristinini,15736
elxokas,g4g_revenant,13812
elxokas,papigavitv,13310
elxokas,slakun10,12818
elxokas,rubenmartinweb,12713
elxokas,ernesbarbeq,12564
elxokas,hitboxking,11887
elxokas,esportmaniacos,11715
elxokas,lvpes2,11194
elxokas,menostrece,11023
elxokas,lolitofdez,10229
elxokas,kidi,10003
cohhcarnage,lirik,49163
cohhcarnage,summit1g,42630
cohhcarnage,shroud,41720
cohhcarnage,sodapoppin,41248
cohhcarnage,xqcow,34156
cohhcarnage,zackrawrr,33066
cohhcarnage,pestily,22627
cohhcarnage,moonmoon,21609
cohhcarnage,quin69,19386
cohhcarnage,dansgaming,17688
cohhcarnage,mizkif,17478
cohhcarnage,maximilian_dood,16665
cohhcarnage,sacriel,15931
cohhcarnage,elajjaz,15217
cohhcarnage,disguisedtoast,14873
cohhcarnage,richwcampbell,14630
cohhcarnage,hasanabi,14117
cohhcarnage,jessecox,13768
cohhcarnage,loltyler1,13394
cohhcarnage,nmplol,12708
cohhcarnage,fextralife,12638
cohhcarnage,forsen,12545
cohhcarnage,giantwaffle,11655
cohhcarnage,sequisha,11469
cohhcarnage,halo,11456
cohhcarnage,esfandtv,11069
cohhcarnage,klean,10873
cohhcarnage,lvndmark,10777
cohhcarnage,pokelawls,10390
cohhcarnage,preachlfw,10383
karlnetwork,ranboolive,113523
karlnetwork,tubbo,106500
karlnetwork,wilbursoot,97159
karlnetwork,quackity,92994
karlnetwork,tommyinnit,69531
karlnetwork,sapnap,66210
karlnetwork,philza,53205
karlnetwork,thisisnotgeorgenotfound,49273
karlnetwork,punz,44276
karlnetwork,tubbolive,42845
karlnetwork,tinakitten,32947
karlnetwork,sykkuno,28105
karlnetwork,sneegsnag,26368
karlnetwork,tommyinnitalt,26147
karlnetwork,sapnapalt,25341
karlnetwork,ranboobutnot,21120
karlnetwork,nihachu,20221
karlnetwork,purpled,18676
karlnetwork,quackitytoo,14002
karlnetwork,xqcow,11604
karlnetwork,tapl,10244
sommerset,sypherpk,63534
sommerset,stableronaldo,30700
sommerset,tfue,25140
sommerset,xqcow,17479
sommerset,x2twins,17421
sommerset,valorant,11316
sommerset,symfuhny,11043
tectone,xqcow,42024
tectone,valorant,14129
tectone,zackrawrr,14047
tectone,trainwreckstv,11573
asunaweeb,valorant,117514
asunaweeb,kyedae,90861
asunaweeb,shahzam,84538
asunaweeb,sinatraa,81297
asunaweeb,tarik,80787
asunaweeb,shroud,74130
asunaweeb,subroza,69075
asunaweeb,hiko,55071
asunaweeb,s0mcs,54290
asunaweeb,wardell,48227
asunaweeb,xqcow,41149
asunaweeb,prodval,33455
asunaweeb,tenz,31413
asunaweeb,sick_cs,30259
asunaweeb,nats,28925
asunaweeb,governor,24668
asunaweeb,shanks_ttv,21370
asunaweeb,pokimane,20296
asunaweeb,disguisedtoast,20033
asunaweeb,blastpremier,19569
asunaweeb,iitztimmy,18877
asunaweeb,ploo,18695
asunaweeb,dapr,16888
asunaweeb,dizzy,15574
asunaweeb,ethos,14810
asunaweeb,jasonr,14644
asunaweeb,itsrawkus,13634
asunaweeb,averagejonas,13108
asunaweeb,nerdstreet,12748
asunaweeb,prxf0rsaken,12447
asunaweeb,loltyler1,11982
asunaweeb,myth,11709
asunaweeb,mixwell,11315
asunaweeb,masayoshi,11155
asunaweeb,mizkif,11007
asunaweeb,ninja,10288
asunaweeb,sykkuno,10252
asunaweeb,summit1g,10005
elspreen,thegrefg,80243
elspreen,ibai,48991
elspreen,rubius,42971
elspreen,juansguarnizo,29524
elspreen,robleis,24563
elspreen,jelty,12084
elspreen,goncho,11472
elspreen,farfadoxvevo,10793
rtainjapan,stylishnoob4,44863
rtainjapan,spygea,29031
rtainjapan,sasatikk,18265
rtainjapan,sutanmi,14263
fextralife,shroud,17280
fextralife,xqcow,14357
fextralife,summit1g,10966
fextralife,zackrawrr,10570
fextralife,sodapoppin,10334
beniju03,thegrefg,130078
beniju03,ibai,118905
beniju03,rubius,47401
beniju03,juansguarnizo,27632
beniju03,coscu,20438
beniju03,jelty,20294
beniju03,illojuan,18129
beniju03,elspreen,16029
beniju03,elxokas,14926
beniju03,mixwell,14732
beniju03,elmariana,12952
beniju03,pompeyo4,11972
beniju03,robleis,11094
smallant,xqcow,21412
smallant,sodapoppin,12167
smallant,valorant,11052
axozer,juansguarnizo,99310
axozer,ibai,89667
axozer,rubius,88716
axozer,thegrefg,77241
axozer,karchez,42371
axozer,biyin_,35627
axozer,imantado,28767
axozer,reborn_live,28310
axozer,carola,28135
axozer,deqiuv,24957
axozer,polispol1,21805
axozer,lakshartnia,21167
axozer,iamcristinini,21154
axozer,elmariana,19558
axozer,sugussusana,17986
axozer,perxitaa,16869
axozer,luzu,13436
axozer,betra,13017
axozer,illojuan,11890
axozer,elspreen,11607
axozer,mayichi,10701
axozer,paracetamor,10181
ogadotapit,topsonous,63054
ogadotapit,qojqva,37530
ogadotapit,w33haa,27524
ogadotapit,quinndota,19228
ogadotapit,valorant,18171
ogadotapit,xqcow,16177
ogadotapit,shroud,16170
ogadotapit,singsing,13112
topsonous,w33haa,36952
topsonous,xqcow,17717
topsonous,tpabomah,14285
topsonous,valorant,13664
topsonous,weplaycsgo_ru,12167
ratirl,thebausffs,48080
ratirl,xqcow,36900
ratirl,tfblade,31100
ratirl,tobiasfate,23334
ratirl,shroud,20538
ratirl,sodapoppin,17985
ratirl,valorant,15988
ratirl,solarbacca,15965
ratirl,sanchovies,14506
ratirl,tarzaned,13310
ratirl,summit1g,12741
ratirl,trainwreckstv,12108
ratirl,sneakylol,12064
pow3rtv,tumblurr,36133
pow3rtv,therealmarzaa,31883
pow3rtv,xiuder_,26033
baiano,casimito,46055
baiano,gaules,41873
baiano,jukes,35367
baiano,nicklink,35219
baiano,kennzy,34919
baiano,rakin,31661
baiano,pijack11,31151
baiano,valorant_br,28502
baiano,mylonzete,26172
baiano,esacarry,25864
baiano,revolta,25041
baiano,titanlol1,20903
baiano,brtt,15544
baiano,gratis150ml,13788
baiano,sacy,12896
baiano,courtesy,12480
baiano,buerinho,11937
baiano,frttt,11724
baiano,faker,10930
baiano,coreano,10892
baiano,sonecarox,10659
baiano,liminhag0d,10604
teepee,tfue,15327
teepee,xqcow,13836
doublelift,loltyler1,74587
doublelift,jankos,47851
doublelift,faker,36640
doublelift,tfblade,31641
doublelift,shroud,30725
doublelift,xqcow,29989
doublelift,sneakylol,28814
doublelift,ratirl,28558
doublelift,lol_nemesis,27999
doublelift,thebausffs,25352
doublelift,imls,23064
doublelift,valorant,22647
doublelift,imaqtpie,21524
doublelift,midbeast,20719
doublelift,tsm_bjergsen,19828
doublelift,k3soju,19590
doublelift,summit1g,16077
doublelift,scarra,16047
doublelift,froggen,15989
doublelift,sodapoppin,15498
doublelift,tobiasfate,14942
doublelift,drututt,14130
doublelift,mizkif,13258
doublelift,tarzaned,12986
doublelift,sanchovies,12922
doublelift,nightblue3,12680
doublelift,tarik,11313
doublelift,dzukill,11008
doublelift,ikeepittaco,10633
doublelift,pokimane,10588
doublelift,karasmai,10436
doublelift,solarbacca,10312
doublelift,kiyoon,10041
ijenz,leynainu,30646
ijenz,thegrefg,24857
ijenz,xqcow,12959
ijenz,rubius,11731
therealknossi,trymacs,61872
therealknossi,unsympathisch_tv,27099
therealknossi,ungespielt,14673
recrent,weplaycsgo_ru,36380
recrent,strogo,19510
recrent,silvername,19499
recrent,stray228,16374
recrent,s1mple,13828
recrent,shadowkekw,12622
recrent,rostislav_999,12320
recrent,strogo1337,11069
recrent,voodoosh,10701
recrent,shroud,10068
subroza,valorant,106759
subroza,tarik,85873
subroza,wardell,57902
subroza,xqcow,36450
subroza,tenz,25739
kato_junichi0817,stylishnoob4,61032
kato_junichi0817,spygea,41255
kato_junichi0817,oniyadayo,36749
kato_junichi0817,mokouliszt1,29789
kato_junichi0817,rtainjapan,29337
kato_junichi0817,sasatikk,17149
kato_junichi0817,sutanmi,14770
alexelcapo,ibai,84318
alexelcapo,thegrefg,50602
alexelcapo,illojuan,49523
alexelcapo,knekro,39536
alexelcapo,soyfelipez360,38450
alexelcapo,l3tcraft,37202
alexelcapo,rubius,33140
alexelcapo,elxokas,31145
alexelcapo,littleragergirl,22678
alexelcapo,chusommontero,19825
alexelcapo,elrichmc,18086
alexelcapo,jujalag,17635
alexelcapo,mixwell,16763
alexelcapo,elmiillor,16642
alexelcapo,auronplay,16574
alexelcapo,menostrece,14616
alexelcapo,el_yuste,14465
alexelcapo,g4g_revenant,13571
alexelcapo,coscu,12635
alexelcapo,esportmaniacos,11947
alexelcapo,th3antonio,11874
alexelcapo,tvander,11490
alexelcapo,reventxz,11417
alexelcapo,carola,11306
foolish_gamers,ranboolive,103807
foolish_gamers,tubbo,94148
foolish_gamers,wilbursoot,83959
foolish_gamers,karlnetwork,77561
foolish_gamers,philza,69644
foolish_gamers,georgenotfound,63762
foolish_gamers,tommyinnit,63120
foolish_gamers,quackity,62571
foolish_gamers,sapnap,47391
foolish_gamers,punz,41697
foolish_gamers,tubbolive,41106
foolish_gamers,jackmanifoldtv,35945
foolish_gamers,thisisnotgeorgenotfound,32917
foolish_gamers,sneegsnag,30232
foolish_gamers,tinakitten,26456
foolish_gamers,karljacobs,25259
foolish_gamers,tommyinnitalt,22954
foolish_gamers,purpled,20784
foolish_gamers,nihachu,20757
foolish_gamers,sykkuno,20383
foolish_gamers,jschlatt,20366
foolish_gamers,sapnapalt,18812
foolish_gamers,ranboobutnot,18355
foolish_gamers,fundy,15463
foolish_gamers,tapl,11775
pokelawls,xqcow,128746
pokelawls,sodapoppin,83939
pokelawls,summit1g,62492
pokelawls,shroud,50636
pokelawls,trainwreckstv,36972
pokelawls,pokimane,29514
pokelawls,sykkuno,26508
pokelawls,zackrawrr,24445
pokelawls,ssaab,17106
pokelawls,richwcampbell,16788
pokelawls,valorant,14970
pokelawls,roflgator,14457
pokelawls,qtcinderella,14066
pokelawls,willneff,13370
pokelawls,ray__c,12907
pokelawls,quin69,12792
pokelawls,whippy,12616
pokelawls,tectone,12304
pokelawls,tarik,10060
nmplol,xqcow,111140
nmplol,sodapoppin,98228
nmplol,pokelawls,48922
nmplol,summit1g,43102
nmplol,shroud,41708
nmplol,pokimane,40048
nmplol,zackrawrr,37638
nmplol,trainwreckstv,36150
nmplol,richwcampbell,30403
nmplol,qtcinderella,27926
nmplol,nymn,25758
nmplol,tectone,21008
nmplol,sykkuno,16553
nmplol,willneff,16106
nmplol,simply,15962
nmplol,roflgator,14961
nmplol,quin69,14502
nmplol,pestily,14079
nmplol,valorant,12708
nmplol,skippypoppin,11596
chowh1,gotaga,72983
chowh1,skyrroztv,59250
chowh1,sackzitv,40143
chowh1,domingo,27422
chowh1,squeezie,24130
chowh1,locklear,22714
chowh1,eskc,22645
chowh1,phyzikk,21603
chowh1,kamet0,20726
chowh1,low4n,18861
chowh1,ponce,11998
chowh1,jlamaru,11048
chowh1,tonton,10978
chowh1,lebouseuh,10805
chowh1,kinstaar,10473
elchiringuitotv,ibai,83371
elchiringuitotv,thegrefg,61688
elchiringuitotv,illojuan,21110
elchiringuitotv,rubenmartinweb,20247
elchiringuitotv,rubius,19808
elchiringuitotv,elxokas,16465
elchiringuitotv,spursito,10833
elchiringuitotv,sirolopez56,10629
elchiringuitotv,papigavitv,10137
valorant_br,xandfps,24182
ponce,squeezie,34288
ponce,sardoche,31564
ponce,xari,29245
ponce,ultia,27589
ponce,samueletienne,23814
ponce,tonton,22754
ponce,solary,21450
ponce,rivenzi,20670
ponce,shaunz,19233
ponce,wankilstudio,18135
ponce,rebeudeter,16125
ponce,waolol1,11634
boxbox,disguisedtoast,63597
boxbox,scarra,41929
boxbox,xqcow,41621
boxbox,k3soju,36529
boxbox,mizkif,31603
boxbox,loltyler1,31428
boxbox,shroud,29691
boxbox,lilypichu,27941
boxbox,sodapoppin,25385
boxbox,pokimane,24809
boxbox,sykkuno,23501
boxbox,emiru,19922
boxbox,simply,19865
boxbox,valorant,19481
boxbox,itshafu,19251
boxbox,kiyoon,18873
boxbox,quarterjade,17602
boxbox,fuslie,17228
boxbox,masayoshi,16846
boxbox,iitztimmy,16803
boxbox,doublelift,16404
boxbox,faker,16136
boxbox,keanelol,15689
boxbox,hasanabi,15369
boxbox,summit1g,14781
boxbox,jankos,14712
boxbox,starsmitten,14304
boxbox,kyedae,14158
boxbox,imaqtpie,14104
boxbox,emilyywang,13811
boxbox,shiphtur,13804
boxbox,deliciousmilkgg,13729
boxbox,moistcr1tikal,12947
boxbox,esfandtv,12563
boxbox,natsumiii,12068
boxbox,ratirl,12028
boxbox,offlinetv,11930
boxbox,rayditz,11622
boxbox,lirik,11484
boxbox,nmplol,11411
boxbox,trainwreckstv,11339
boxbox,tectone,10706
boxbox,qtcinderella,10415
boxbox,xchocobars,10380
boxbox,kkatamina,10160
boxbox,sneakylol,10110
boxbox,thebausffs,10094
boxbox,ironmouse,10025
amazonmusic,xqcow,32283
amazonmusic,mizkif,15497
amazonmusic,shroud,13964
amazonmusic,hasanabi,12958
amazonmusic,valorant,11941
amazonmusic,sodapoppin,10971
amazonmusic,summit1g,10467
amazonmusic,nickmercs,10328
anthonyz,xqcow,91327
anthonyz,buddha,85600
anthonyz,sykkuno,64487
anthonyz,blaustoise,63148
anthonyz,summit1g,55908
anthonyz,ssaab,55289
anthonyz,ray__c,53441
anthonyz,koil,53302
anthonyz,dwjft,48668
anthonyz,kyle,38230
anthonyz,disguisedtoast,37696
anthonyz,gtawiseguy,35741
anthonyz,omie,32096
anthonyz,fuslie,31852
anthonyz,whippy,31489
anthonyz,shroud,31322
anthonyz,sodapoppin,29235
anthonyz,timmac,29208
anthonyz,penta,28402
anthonyz,harry,28051
anthonyz,silent,27641
anthonyz,pokelawls,26789
anthonyz,shotz,26288
anthonyz,biotoxz_,25794
anthonyz,crystalst,25770
anthonyz,nidas,25103
anthonyz,pokimane,23700
anthonyz,hutchmf,22998
anthonyz,mizkif,22164
anthonyz,bananabrea,21783
anthonyz,hasanabi,20732
anthonyz,uhsnow,20226
anthonyz,kyliebitkin,19467
anthonyz,lysium,19387
anthonyz,lirik,19232
anthonyz,curtisryan,18074
anthonyz,hirona,17706
anthonyz,sayeedblack,17489
anthonyz,pestily,16494
anthonyz,jack,16374
anthonyz,wolfabelle,16294
anthonyz,ramee,15957
anthonyz,lunaoni,15268
anthonyz,moonmoon,14975
anthonyz,burn,14763
anthonyz,trainwreckstv,14682
anthonyz,lilypichu,13728
anthonyz,nmplol,13712
anthonyz,cyr,13262
anthonyz,lvndmark,12927
anthonyz,deansocool,12315
anthonyz,iitztimmy,12296
anthonyz,uberhaxornova,11920
anthonyz,kristoferyee,10833
anthonyz,willneff,10571
anthonyz,esfandtv,10314
anthonyz,ash,10068
buddha,xqcow,105184
buddha,sykkuno,67190
buddha,ssaab,57850
buddha,dwjft,52820
buddha,koil,52196
buddha,ray__c,51711
buddha,summit1g,50481
buddha,omie,40702
buddha,kyle,39897
buddha,sodapoppin,34397
buddha,disguisedtoast,34206
buddha,pokelawls,33616
buddha,gtawiseguy,32496
buddha,harry,31121
buddha,whippy,31003
buddha,shroud,30105
buddha,penta,28583
buddha,fuslie,28206
buddha,nidas,26384
buddha,pokimane,25757
buddha,mizkif,25690
buddha,silent,24795
buddha,shotz,23705
buddha,hasanabi,23311
buddha,crystalst,23261
buddha,timmac,21914
buddha,lirik,19329
buddha,lysium,18975
buddha,trainwreckstv,18576
buddha,kyliebitkin,18280
buddha,sayeedblack,17889
buddha,uhsnow,17816
buddha,hutchmf,17338
buddha,nmplol,16852
buddha,curtisryan,16817
buddha,hirona,16760
buddha,ramee,15604
buddha,jack,15567
buddha,moonmoon,15340
buddha,wolfabelle,14936
buddha,burn,14863
buddha,lunaoni,13444
buddha,cyr,13135
buddha,pestily,11931
buddha,loltyler1,11456
buddha,valorant,11249
buddha,uberhaxornova,11103
buddha,esfandtv,11054
buddha,lilypichu,10956
buddha,deansocool,10460
buddha,iitztimmy,10198
39daph,xqcow,65885
39daph,disguisedtoast,52699
39daph,sodapoppin,41460
39daph,mizkif,39579
39daph,hasanabi,34837
39daph,shroud,34571
39daph,pokimane,32166
39daph,aceu,28065
39daph,lilypichu,27420
39daph,nmplol,24931
39daph,pokelawls,23867
39daph,sykkuno,23193
39daph,valorant,23020
39daph,kyedae,22744
39daph,lirik,20933
39daph,iitztimmy,20366
39daph,boxbox,20231
39daph,loltyler1,19489
39daph,summit1g,19481
39daph,emiru,19289
39daph,fuslie,18980
39daph,quarterjade,18687
39daph,forsen,18200
39daph,esfandtv,18102
39daph,scarra,18063
39daph,moistcr1tikal,17259
39daph,cyr,16794
39daph,myth,16727
39daph,moonmoon,16717
39daph,nymn,16490
39daph,qtcinderella,16400
39daph,lacari,15707
39daph,zackrawrr,14994
39daph,natsumiii,14390
39daph,maya,14197
39daph,ariasaki,14053
39daph,trainwreckstv,13219
39daph,masayoshi,13187
39daph,baboabe,13049
39daph,austinshow,12943
39daph,tarik,12561
39daph,tinakitten,11846
39daph,sinatraa,11828
39daph,willneff,11755
39daph,cohhcarnage,11747
39daph,hjune,11362
39daph,amouranth,11285
39daph,starsmitten,11046
39daph,jinnytty,11006
39daph,kkatamina,10921
39daph,tectone,10710
39daph,richwcampbell,10193
esfandtv,mizkif,99151
esfandtv,xqcow,83218
esfandtv,sodapoppin,73430
esfandtv,nmplol,58124
esfandtv,hasanabi,48493
esfandtv,zackrawrr,41191
esfandtv,summit1g,38638
esfandtv,shroud,36155
esfandtv,pokimane,34254
esfandtv,pokelawls,33544
esfandtv,richwcampbell,32585
esfandtv,maya,31608
esfandtv,trainwreckstv,28473
esfandtv,qtcinderella,27385
esfandtv,loltyler1,24766
esfandtv,myth,23449
esfandtv,tectone,22917
esfandtv,lirik,22490
esfandtv,moistcr1tikal,21871
esfandtv,simply,17890
esfandtv,willneff,17698
esfandtv,moonmoon,17161
esfandtv,nymn,17127
esfandtv,forsen,16515
esfandtv,lilypichu,16507
esfandtv,jschlatt,16141
esfandtv,greekgodx,16051
esfandtv,sykkuno,14692
esfandtv,jinnytty,13906
esfandtv,justaminx,13018
esfandtv,roflgator,12929
esfandtv,lacari,12746
esfandtv,quin69,11609
esfandtv,pestily,11584
esfandtv,jokerdtv,10864
esfandtv,mitchjones,10787
esfandtv,fuslie,10515
esfandtv,nickmercs,10488
esfandtv,valorant,10185
esfandtv,ninja,10027
jlamaru,jltomy,61852
jlamaru,jlbichouu,47032
jlamaru,kamet0,43459
jlamaru,rebeudeter,42211
jlamaru,squeezie,35194
jlamaru,nateos,27111
jlamaru,jlbalti,23599
jlamaru,lebouseuh,21086
jlamaru,locklear,19708
jlamaru,pauleta_twitch,14496
jlamaru,kinstaar,14024
jlamaru,pauleta_youtubeur,13668
jlamaru,waolol1,13480
jlamaru,sardoche,12284
jlamaru,kaydop,11418
jlamaru,ponce,10864
jlamaru,jolavanille,10114
stray228,tpabomah,34139
stray228,weplaycsgo_ru,25396
stray228,topsonous,15344
stray228,strogo,11896
locklear,squeezie,68947
locklear,ponce,19518
locklear,rebeudeter,17270
locklear,sardoche,16910
locklear,tonton,13867
locklear,skyrroztv,13179
locklear,wankilstudio,13003
locklear,xari,11126
locklear,maghla,10737
locklear,mistermv,10130
s0mcs,valorant,93821
s0mcs,tarik,85758
s0mcs,sinatraa,76269
s0mcs,shahzam,68844
s0mcs,subroza,62131
s0mcs,shroud,58572
s0mcs,wardell,45549
s0mcs,xqcow,32120
s0mcs,tenz,23688
s0mcs,shanks_ttv,23030
s0mcs,sick_cs,20453
gorgc,ogadotapit,65900
gorgc,topsonous,65493
gorgc,masondota2,45040
gorgc,qojqva,44414
gorgc,w33haa,30569
gorgc,xqcow,21711
gorgc,quinndota,19853
gorgc,singsing,19441
gorgc,shroud,18167
gorgc,sodapoppin,12499
gorgc,valorant,10435
gorgc,summit1g,10207
hiko,valorant,88714
hiko,shroud,68008
hiko,tarik,62300
hiko,shahzam,57830
hiko,subroza,51559
hiko,sinatraa,49378
hiko,kyedae,48068
hiko,wardell,38617
hiko,s0mcs,37443
hiko,xqcow,35897
hiko,tenz,21939
hiko,nats,20849
hiko,sick_cs,20737
hiko,prodval,19264
hiko,iitztimmy,16194
hiko,pokimane,15788
hiko,summit1g,14061
hiko,jasonr,12818
hiko,myth,12690
hiko,ploo,12198
hiko,loltyler1,11939
hiko,ninja,11915
hiko,shanks_ttv,11509
hiko,itsrawkus,10081
hiko,mizkif,10053
csgomc_ru,weplaycsgo_ru,109667
csgomc_ru,csgomc_ru2,59420
csgomc_ru,dota2mc_ru,48215
csgomc_ru,dota2ruhub,40961
csgomc_ru,evelone192,26341
csgomc_ru,epic_d2cl,22307
csgomc_ru,s1mple,18794
csgomc_ru,n3koglai,16669
csgomc_ru,dmitry_lixxx,15409
csgomc_ru,esl_csgo,15137
csgomc_ru,dota2ruhub2,14771
csgomc_ru,strogo,14294
csgomc_ru,recrent,13558
csgomc_ru,pokanoname,13255
csgomc_ru,moonstudio_ru,13089
csgomc_ru,silvername,10877
csgomc_ru,dreadztv,10664
csgomc_ru,stray228,10603
lilypichu,xqcow,50962
lilypichu,sykkuno,47528
