source,target,weight
ibai,thegrefg,739781
ibai,rubius,594917
ibai,illojuan,547455
ibai,juansguarnizo,408379
ibai,lolitofdez,352263
ibai,luzu,191356
ibai,robleis,134452
ibai,knekro,133801
ibai,lvpes,126945
ibai,werlyb,121991
ibai,reborn_live,110883
ibai,xxxthefocusxxx,102664
ibai,papigavitv,86663
ibai,tvander,84348
ibai,karchez,82312
ibai,spursito,77490
ibai,menostrece,76580
ibai,mixwell,76268
ibai,jaggerprincesa,70865
ibai,olliegamerz,70414
ibai,mayichi,68548
ibai,reventxz,67285
ibai,lakshartnia,65013
ibai,zilverk,61013
ibai,rapturrs,60056
ibai,polispol1,59261
ibai,staryuuki,54395
ibai,missasinfonia,52441
ibai,rubenmartinweb,51297
ibai,nilojeda,49769
ibai,twitchrivals_es,46099
ibai,th3antonio,44956
ibai,vicens,44385
ibai,zormanworld,43809
ibai,zeling,43557
ibai,nissaxter,43402
ibai,lec,40219
ibai,masi_rodriguez,39176
ibai,litkillah,38891
ibai,ricoy23,37220
ibai,kolderiu,37018
ibai,nimuvt,35583
ibai,komanche,33966
ibai,sirolopez56,33957
ibai,littleragergirl,33825
ibai,jujalag,33717
ibai,unicornio,33207
ibai,llobeti4,32850
ibai,maxmears,31066
ibai,jelty,30262
ibai,keznit1,30224
ibai,perxitaa,30099
ibai,lcs,30005
ibai,silithur,29993
ibai,markilokurasy,29037
ibai,papomc,28330
ibai,lvpes2,28228
ibai,shadoune666,28126
ibai,rivers_gg,28095
ibai,xqcow,27707
ibai,surgicalgoblin,27171
ibai,mitchmancasting,26998
ibai,rickyedit,25425
ibai,mym_alkapone,24203
ibai,imantado,24196
ibai,lck,23736
ibai,withzack,23718
ibai,mangel,23681
ibai,okyyy,23545
ibai,ulises,22791
ibai,sirmaza,22115
ibai,loltyler1,22072
ibai,snoodyboo,21673
ibai,kidi,21570
ibai,shroud,21165
ibai,skain,20234
ibai,isvolcano,20051
ibai,nosoykoko,19429
ibai,starwraith,19345
ibai,kam1esports,19226
ibai,simpsonmania01,19174
ibai,nakoo_fn,17818
ibai,pompeyo4,17721
ibai,rioboo,17304
ibai,squadkoi,17209
ibai,soyfelipez360,17110
ibai,zok3r,16874
ibai,rocketleague,16833
ibai,manutegaming,16769
ibai,rekkles,16716
ibai,kikorivera,16107
ibai,shahzam,15805
ibai,ipandarina,15639
ibai,posty,15496
ibai,lucasrojo,15412
ibai,ninja,15273
ibai,valorant,15194
ibai,robertocein,15132
ibai,sergiofferra,14919
ibai,uri_rp,14764
ibai,pimpeano,14403
ibai,kxmi,14334
ibai,luken,14331
ibai,xguiry,14078
ibai,jankos,13877
ibai,putupau,13608
ibai,peereira7,13159
ibai,ijenz,13084
ibai,mrsoki,13032
ibai,tenz,12966
ibai,sujagg,12796
ibai,mongraal,12672
ibai,momoladinastia,12582
ibai,pipepunk,12436
ibai,josedeodo,12187
ibai,jcorko_,12175
ibai,trainwreckstv,12054
ibai,lpl,11910
ibai,wismichu,11715
ibai,kerios,11573
ibai,sinatraa,11514
ibai,pabellon_4,11236
ibai,pokimane,11070
ibai,yointerneto,11053
ibai,lvparg,10975
ibai,quackity,10825
ibai,mrsavage,10788
ibai,zeko,10605
ibai,tanizen,10339
ibai,miikelmst,10158
ibai,roier,10091
auronplay,ibai,711578
auronplay,thegrefg,572007
auronplay,juansguarnizo,553469
auronplay,elxokas,548463
auronplay,rubius,526390
auronplay,illojuan,340641
auronplay,lolitofdez,291042
auronplay,axozer,182330
auronplay,bystaxx,179386
auronplay,luzu,172706
auronplay,reborn_live,166053
auronplay,biyin_,158395
auronplay,elmariana,155455
auronplay,elspreen,153545
auronplay,xxxthefocusxxx,127510
auronplay,robleis,126755
auronplay,iamcristinini,123059
auronplay,elded,101332
auronplay,carola,99428
auronplay,karchez,87319
auronplay,missasinfonia,77592
auronplay,zilverk,69180
auronplay,knekro,62380
auronplay,ernesbarbeq,60131
auronplay,polispol1,59848
auronplay,elisawavess,59387
auronplay,olliegamerz,58969
auronplay,lakshartnia,58421
auronplay,rapturrs,56896
auronplay,staryuuki,54927
auronplay,mayichi,53615
auronplay,werlyb,51472
auronplay,folagorlives,51467
auronplay,menostrece,50620
auronplay,twitchrivals_es,49950
auronplay,bytarifaaa,49791
auronplay,jaggerprincesa,49585
auronplay,tvander,49165
auronplay,spursito,48910
auronplay,papigavitv,47976
auronplay,zormanworld,45335
auronplay,komanche,45290
auronplay,perxitaa,44659
auronplay,lvpes,44389
auronplay,mixwell,41429
auronplay,elchiringuitotv,38858
auronplay,rivers_gg,37099
auronplay,nimuvt,37087
auronplay,carreraaa,36921
auronplay,reventxz,31955
auronplay,imantado,31610
auronplay,elmiillor,29259
auronplay,litkillah,28871
auronplay,coscu,28850
auronplay,vicens,28652
auronplay,ricoy23,27124
auronplay,elbokeron,26992
auronplay,nilojeda,26784
auronplay,jelty,26135
auronplay,zeling,26056
auronplay,hitboxking,24775
auronplay,rubenmartinweb,24504
auronplay,blackelespanolito,24219
auronplay,goncho,24178
auronplay,nissaxter,23650
auronplay,mym_alkapone,23637
auronplay,simpsonmania01,22786
auronplay,el_yuste,21821
auronplay,barcagamer,21795
auronplay,shadoune666,21727
auronplay,beccasomething,21603
auronplay,maxmears,21361
auronplay,deqiuv,20828
auronplay,sirolopez56,20071
auronplay,iamjp_cr,20067
auronplay,gemita,19381
auronplay,xqcow,19238
auronplay,robertocein,18834
auronplay,markilokurasy,18676
auronplay,silithur,18452
auronplay,masi_rodriguez,17956
auronplay,elrichmc,17794
auronplay,keznit1,17511
auronplay,quackity,17408
auronplay,g4g_revenant,17380
auronplay,unicornio,17308
auronplay,mangel,17084
auronplay,llobeti4,16949
auronplay,d3stri,16817
auronplay,kolderiu,16789
auronplay,duendepablo,16741
auronplay,coolifegame,16665
auronplay,papomc,16574
auronplay,withzack,16278
auronplay,surgicalgoblin,16047
auronplay,pipepunk,15742
auronplay,isvolcano,15562
auronplay,eldemente,15535
auronplay,fernanfloo,15518
auronplay,nosoykoko,15423
auronplay,th3antonio,15257
auronplay,lec,14952
auronplay,mitchmancasting,14921
auronplay,rickyedit,14898
auronplay,littleragergirl,14788
auronplay,lvpes2,14255
auronplay,shroud,14194
auronplay,roier,14138
auronplay,natalan,13652
auronplay,desst3,13303
auronplay,pompeyo4,12981
auronplay,cacho01,12882
auronplay,faker,12834
auronplay,tanizen,12749
auronplay,esportmaniacos,12735
auronplay,elcanaldejoaco,12660
auronplay,jujalag,12536
auronplay,ninja,12360
auronplay,lcs,12228
auronplay,gerard_romero,11858
auronplay,rioboo,11784
auronplay,rocketleague,11519
auronplay,loltyler1,11365
auronplay,okyyy,11276
auronplay,sirmaza,11186
auronplay,kidi,11149
auronplay,posty,11137
auronplay,gonsabellla,11126
auronplay,ulises,10747
auronplay,putupau,10705
auronplay,xguiry,10537
auronplay,hjune,10314
auronplay,quackitytoo,10304
auronplay,starwraith,10288
auronplay,shahzam,10240
auronplay,elojoninja,10177
auronplay,ijenz,10130
auronplay,elvisayomastercard,10125
thegrefg,xxxthefocusxxx,77324
thegrefg,werlyb,70060
thegrefg,vicens,62333
thegrefg,zilverk,62096
thegrefg,tvander,60018
thegrefg,twitchrivals_es,40510
thegrefg,zormanworld,39509
thegrefg,zeling,33698
thegrefg,unicornio,24646
thegrefg,xqcow,24117
thegrefg,withzack,22248
thegrefg,ulises,15773
thegrefg,zok3r,15232
thegrefg,xguiry,14429
thegrefg,valorant,12907
thegrefg,uri_rp,11516
thegrefg,westcol,11236
thegrefg,yosoyricklive,10789
thegrefg,trainwreckstv,10561
elxokas,ibai,806964
elxokas,thegrefg,631287
elxokas,illojuan,580741
elxokas,rubius,546656
elxokas,lolitofdez,368339
elxokas,juansguarnizo,296641
elxokas,luzu,160431
elxokas,knekro,144084
elxokas,iamcristinini,121937
elxokas,robleis,109237
elxokas,werlyb,105971
elxokas,lvpes,97505
elxokas,reborn_live,88098
elxokas,ernesbarbeq,85652
elxokas,menostrece,85347
elxokas,folagorlives,81751
elxokas,papigavitv,76974
elxokas,tvander,74453
elxokas,xxxthefocusxxx,71923
elxokas,mixwell,71503
elxokas,jaggerprincesa,70543
elxokas,olliegamerz,68457
elxokas,mayichi,63957
elxokas,spursito,62674
elxokas,karchez,60104
elxokas,reventxz,59079
elxokas,rapturrs,57144
elxokas,zilverk,53556
elxokas,lakshartnia,52764
elxokas,polispol1,51527
elxokas,g4g_revenant,44601
elxokas,rubenmartinweb,42807
elxokas,ricoy23,42769
elxokas,nilojeda,42222
elxokas,zeling,41724
elxokas,staryuuki,41559
elxokas,nissaxter,41508
elxokas,hitboxking,41412
elxokas,zormanworld,39728
elxokas,th3antonio,39508
elxokas,twitchrivals_es,39405
elxokas,missasinfonia,39186
elxokas,masi_rodriguez,38227
elxokas,jujalag,37577
elxokas,goncho,36891
elxokas,vicens,35579
elxokas,littleragergirl,33856
elxokas,maxmears,33547
elxokas,silithur,32536
elxokas,lec,31889
elxokas,nimuvt,30261
elxokas,esportmaniacos,29825
elxokas,markilokurasy,29288
elxokas,xqcow,28693
elxokas,keznit1,28618
elxokas,sirolopez56,28096
elxokas,llobeti4,28031
elxokas,shadoune666,27372
elxokas,komanche,27107
elxokas,kolderiu,27057
elxokas,litkillah,26004
elxokas,mangel,24923
elxokas,lvpes2,24891
elxokas,rickyedit,24277
elxokas,iamjp_cr,24133
elxokas,unicornio,23977
elxokas,shroud,23892
elxokas,lcs,23332
elxokas,isvolcano,23047
elxokas,mym_alkapone,22907
elxokas,rivers_gg,22783
elxokas,jelty,22557
elxokas,perxitaa,22200
elxokas,nosoykoko,21986
elxokas,sirmaza,21460
elxokas,loltyler1,21381
elxokas,faker,21225
elxokas,mitchmancasting,21070
elxokas,kidi,21042
elxokas,gerard_romero,19129
elxokas,papomc,19122
elxokas,gemita,19016
elxokas,ulises,18820
elxokas,snoodyboo,18591
elxokas,starwraith,18553
elxokas,lck,18375
elxokas,surgicalgoblin,18007
elxokas,skain,17556
elxokas,zok3r,17251
elxokas,kam1esports,16802
elxokas,grafo,16565
elxokas,horcus,16327
elxokas,posty,16319
elxokas,soyfelipez360,16142
elxokas,hjune,15960
elxokas,kikorivera,15774
elxokas,withzack,15754
elxokas,shahzam,15691
elxokas,gonsabellla,15592
elxokas,rocketleague,15298
elxokas,imantado,15273
elxokas,rioboo,15180
elxokas,xguiry,15114
elxokas,okyyy,14923
elxokas,ipandarina,14611
elxokas,gyaljade,14491
elxokas,lucasrojo,14466
elxokas,nakoo_fn,14327
elxokas,squadkoi,14057
elxokas,valorant,14007
elxokas,manutegaming,13917
elxokas,frankkaster,13858
elxokas,putupau,13715
elxokas,elyoyalol,13233
elxokas,sergiofferra,13109
elxokas,kxmi,12913
elxokas,robertocein,12834
elxokas,uri_rp,12614
elxokas,tenz,12526
elxokas,ninja,12504
elxokas,ffaka,12178
elxokas,sinatraa,12052
elxokas,simpsonmania01,11996
elxokas,ijenz,11829
elxokas,yointerneto,11692
elxokas,peereira7,11657
elxokas,trainwreckstv,11656
elxokas,rekkles,11482
elxokas,gosu,11477
elxokas,josedeodo,11372
elxokas,lvndmark,11211
elxokas,pompeyo4,11191
elxokas,wismichu,10956
elxokas,pipepunk,10778
elxokas,mongraal,10769
elxokas,mrsoki,10758
elxokas,luken,10737
elxokas,kerios,10504
elxokas,jankos,10466
elxokas,fernanfloo,10331
elxokas,jcorko_,10262
elxokas,pokimane,10159
elxokas,sujagg,10132
rubius,thegrefg,547364
rubius,xxxthefocusxxx,71706
rubius,zilverk,64962
rubius,werlyb,55557
rubius,staryuuki,47875
rubius,tvander,47609
rubius,twitchrivals_es,44873
rubius,zormanworld,36484
rubius,spursito,35972
rubius,zeling,31193
rubius,xqcow,29730
rubius,vicens,28482
rubius,shadoune666,25269
rubius,silithur,24492
rubius,unicornio,22940
rubius,shroud,21039
rubius,th3antonio,19092
rubius,simpsonmania01,16717
rubius,sirolopez56,14785
rubius,withzack,13410
rubius,shahzam,12831
rubius,surgicalgoblin,12136
rubius,xguiry,12049
rubius,sirmaza,11778
rubius,starwraith,11541
rubius,valorant,11092
rubius,zok3r,10927
rubius,trainwreckstv,10787
rubius,tenz,10606
rubius,wismichu,10306
rubius,spoonkid,10212
xqcow,zackrawrr,74892
xqcow,zerkaa,37468
xqcow,zoil,29056
xqcow,yourragegaming,20641
xqcow,yassuo,12391
xqcow,zizaran,11954
xqcow,zoomaa,11294
juansguarnizo,thegrefg,381879
juansguarnizo,rubius,366950
juansguarnizo,robleis,146497
juansguarnizo,luzu,134494
juansguarnizo,lolitofdez,129857
juansguarnizo,reborn_live,124877
juansguarnizo,missasinfonia,101265
juansguarnizo,xxxthefocusxxx,98611
juansguarnizo,zilverk,82057
juansguarnizo,karchez,74683
juansguarnizo,olliegamerz,54408
juansguarnizo,staryuuki,53817
juansguarnizo,polispol1,49910
juansguarnizo,komanche,48005
juansguarnizo,rivers_gg,47871
juansguarnizo,rapturrs,47707
juansguarnizo,lakshartnia,46191
juansguarnizo,nimuvt,45266
juansguarnizo,twitchrivals_es,44744
juansguarnizo,mayichi,44198
juansguarnizo,robertocein,36105
juansguarnizo,zormanworld,32650
juansguarnizo,perxitaa,30989
juansguarnizo,tvander,29452
juansguarnizo,knekro,28985
juansguarnizo,pipepunk,27685
juansguarnizo,spursito,26991
juansguarnizo,mixwell,26369
juansguarnizo,menostrece,26350
juansguarnizo,werlyb,26218
juansguarnizo,litkillah,26163
juansguarnizo,mym_alkapone,25954
juansguarnizo,quackity,24591
juansguarnizo,papigavitv,24157
juansguarnizo,natalan,21435
juansguarnizo,shadoune666,20729
juansguarnizo,lvpes,20642
juansguarnizo,vicens,19247
juansguarnizo,roier,18723
juansguarnizo,simpsonmania01,18195
juansguarnizo,zeling,16986
juansguarnizo,nissaxter,16318
juansguarnizo,reventxz,16035
juansguarnizo,unicornio,14820
juansguarnizo,quackitytoo,13424
juansguarnizo,keznit1,13394
juansguarnizo,nilojeda,13390
juansguarnizo,soypan,13032
juansguarnizo,rociodta,13003
juansguarnizo,tanizen,12795
juansguarnizo,nuvia_ouo,12029
juansguarnizo,ricoy23,11985
juansguarnizo,papomc,11960
juansguarnizo,markilokurasy,11910
juansguarnizo,mangel,11829
juansguarnizo,pompeyo4,11721
juansguarnizo,silithur,11161
juansguarnizo,xqcow,10917
juansguarnizo,sirolopez56,10506
juansguarnizo,withzack,10404
juansguarnizo,surgicalgoblin,10160
n3koglai,paradeev1ch,97116
n3koglai,whoplohoyparen,67578
n3koglai,strogo,60008
n3koglai,weplaycsgo_ru,44749
n3koglai,s1mple,39354
n3koglai,shadowkekw,38178
n3koglai,strogo1337,32970
n3koglai,zloyn,30647
n3koglai,rostislav_999,30392
n3koglai,stray228,26759
n3koglai,quickhuntik,26102
n3koglai,recrent,26029
n3koglai,silvername,20083
n3koglai,pch3lk1n,17727
n3koglai,tpabomah,17726
n3koglai,rachelr,15668
n3koglai,nix,15651
n3koglai,pokanoname,13472
n3koglai,topsonous,12704
n3koglai,ybicanoooobov,10532
n3koglai,razedoto,10250
illojuan,thegrefg,428843
illojuan,rubius,377803
illojuan,lolitofdez,294432
illojuan,juansguarnizo,128206
illojuan,knekro,122803
illojuan,luzu,97943
illojuan,werlyb,72661
illojuan,papigavitv,67795
illojuan,lvpes,66298
illojuan,menostrece,63564
illojuan,tvander,57812
illojuan,jaggerprincesa,57383
illojuan,spursito,54107
illojuan,mixwell,47663
illojuan,masi_rodriguez,47044
illojuan,karchez,45767
illojuan,robleis,44688
illojuan,reborn_live,44470
illojuan,mayichi,42508
illojuan,reventxz,40844
illojuan,xxxthefocusxxx,38786
illojuan,olliegamerz,37032
illojuan,nilojeda,36707
illojuan,maxmears,35763
illojuan,rubenmartinweb,35404
illojuan,jujalag,33225
illojuan,ricoy23,32679
illojuan,polispol1,31834
illojuan,rapturrs,31389
illojuan,zeling,30860
illojuan,littleragergirl,29737
illojuan,lakshartnia,29140
illojuan,silithur,25429
illojuan,th3antonio,24815
illojuan,zormanworld,24765
illojuan,vicens,22675
illojuan,xqcow,22525
illojuan,nosoykoko,21577
illojuan,kolderiu,21335
illojuan,lec,21170
illojuan,llobeti4,21152
illojuan,mangel,20740
illojuan,nissaxter,20666
illojuan,sirolopez56,20478
illojuan,rickyedit,20389
illojuan,markilokurasy,19174
illojuan,zilverk,18940
illojuan,shroud,18636
illojuan,kidi,18359
illojuan,posty,17914
illojuan,twitchrivals_es,17894
illojuan,isvolcano,17879
illojuan,staryuuki,17092
illojuan,lvpes2,16456
illojuan,mitchmancasting,16340
illojuan,kikorivera,15898
illojuan,sirmaza,15638
illojuan,soyfelipez360,15355
illojuan,ipandarina,14877
illojuan,keznit1,14305
illojuan,skain,13954
illojuan,ulises,13846
illojuan,shadoune666,13474
illojuan,lcs,13096
illojuan,starwraith,12952
illojuan,snoodyboo,12881
illojuan,perxitaa,12786
illojuan,xguiry,12758
illojuan,yointerneto,12719
illojuan,litkillah,12291
illojuan,loltyler1,12183
illojuan,rioboo,11768
illojuan,missasinfonia,11324
illojuan,squadkoi,11270
illojuan,kam1esports,10944
illojuan,rocketleague,10616
illojuan,lck,10591
illojuan,nimuvt,10586
illojuan,unicornio,10522
illojuan,zok3r,10369
illojuan,komanche,10328
illojuan,trainwreckstv,10014
shroud,summit1g,211683
shroud,xqcow,185349
shroud,tarik,95333
shroud,willerz,92231
shroud,sodapoppin,82964
shroud,trainwreckstv,66876
shroud,valorant,65882
shroud,tenz,58546
shroud,sinatraa,57538
shroud,wardell,52675
shroud,sick_cs,47933
shroud,zackrawrr,46399
shroud,tfue,45362
shroud,tsm_imperialhal,43597
shroud,subroza,38333
shroud,sykkuno,36889
shroud,smoke,32918
shroud,symfuhny,26181
shroud,sweetdreams,24580
shroud,tigz,23178
shroud,veritas,21875
shroud,sneakylol,21644
shroud,trey24k,21591
shroud,walker,21246
shroud,welyn,20608
shroud,skippypoppin,20073
shroud,zizaran,19809
shroud,topsonous,18498
shroud,veibae,18299
shroud,smittystone,18058
shroud,thegrefg,17555
shroud,sypherpk,16890
shroud,zchum,14878
shroud,snip3down,14778
shroud,swagg,14338
shroud,teepee,13675
shroud,tsm_viss,13142
shroud,ssaab,13083
shroud,vox_e,13014
shroud,thijs,13013
shroud,trentau,12954
shroud,timmac,12480
shroud,tfblade,12135
shroud,xchocobars,11769
shroud,willneff,11680
shroud,streamerhouse,11537
shroud,tectone,11249
shroud,trymacs,11218
shroud,siraaerios,10652
shroud,thebausffs,10575
shroud,starsmitten,10404
shroud,stormen,10390
amouranth,xqcow,91369
amouranth,pokimane,57340
amouranth,mizkif,54786
amouranth,ibai,49288
amouranth,thegrefg,48158
amouranth,shroud,48098
amouranth,elisabetetv,47668
amouranth,elxokas,47078
amouranth,rubius,42905
amouranth,trainwreckstv,42576
amouranth,auronplay,37952
amouranth,loltyler1,37870
amouranth,hasanabi,36099
amouranth,esfandtv,36052
amouranth,leynainu,34094
amouranth,summit1g,33474
amouranth,ijenz,33415
amouranth,sodapoppin,32722
amouranth,illojuan,31417
amouranth,ninja,30154
amouranth,disguisedtoast,29547
amouranth,sykkuno,29480
amouranth,lec,28240
amouranth,lolitofdez,27923
amouranth,lcs,26375
amouranth,juansguarnizo,25985
amouranth,gamesdonequick,23751
amouranth,nmplol,23443
amouranth,buddha,23203
amouranth,emiru,22354
amouranth,anthonyz,22210
amouranth,melina,21578
amouranth,moistcr1tikal,21224
amouranth,evaanna,20801
amouranth,nickmercs,20678
amouranth,maya,20280
amouranth,thenicolet,20006
amouranth,pekeasmr,19685
amouranth,zackrawrr,18908
amouranth,bystaxx,18689
amouranth,lirik,17873
amouranth,lvndmark,17825
amouranth,dwjft,17674
amouranth,montanablack88,17280
amouranth,iitztimmy,16847
amouranth,ray__c,16756
amouranth,casimito,16432
amouranth,clix,16386
amouranth,fuslie,16336
amouranth,kyootbot,16222
amouranth,aroyitt,16199
amouranth,lilypichu,15943
amouranth,cyr,15765
amouranth,lck,15647
amouranth,blaustoise,15501
amouranth,pokelawls,14977
amouranth,doublelift,14786
amouranth,staryuuki,14573
amouranth,elmariana,14528
amouranth,tfue,14406
amouranth,s1mple,14397
amouranth,penta,14359
amouranth,littlelianna,14159
amouranth,willneff,14076
amouranth,codemiko,14065
amouranth,tarik,14056
amouranth,shahzam,14034
amouranth,justaminx,13999
amouranth,rocketleague,13831
amouranth,qtcinderella,13819
amouranth,trymacs,13724
amouranth,myth,13698
amouranth,ssaab,13669
amouranth,greekgodx,13604
amouranth,blastpremier,13586
amouranth,malinkaa98,13218
amouranth,jschlatt,13120
amouranth,faker,12973
amouranth,roshtein,12865
amouranth,gotaga,12837
amouranth,veibae,12830
amouranth,arigameplays,12612
amouranth,valorant,12419
amouranth,gaules,11906
amouranth,robleis,11851
amouranth,elspreen,11782
amouranth,elded,11755
amouranth,tsm_imperialhal,11717
amouranth,taylor_jevaux,11708
amouranth,ibabyrainbow,11683
amouranth,elraenn,11679
amouranth,castro_1021,11515
amouranth,bnans,11469
amouranth,omie,11315
amouranth,jinnytty,11294
amouranth,kyle,11252
amouranth,iamcristinini,11226
amouranth,mongraal,11148
amouranth,kandyland,10961
amouranth,kamet0,10884
amouranth,cohhcarnage,10856
amouranth,tenz,10847
amouranth,natsumiii,10808
amouranth,gosu,10797
amouranth,wtcn,10776
amouranth,pestily,10757
amouranth,forsen,10664
amouranth,roflgator,10524
amouranth,botezlive,10411
amouranth,sommerset,10362
amouranth,kiaraakitty,10357
amouranth,koil,10347
amouranth,sinatraa,10343
amouranth,whippy,10331
amouranth,ironmouse,10288
amouranth,scarra,10029
loltyler1,xqcow,179610
loltyler1,sodapoppin,105627
loltyler1,mizkif,94018
loltyler1,shroud,88504
loltyler1,ratirl,84361
loltyler1,midbeast,76356
loltyler1,summit1g,71799
loltyler1,trainwreckstv,66965
loltyler1,tfblade,60938
loltyler1,thebausffs,60256
loltyler1,pokimane,55470
loltyler1,lpl,54121
loltyler1,rekkles,49411
loltyler1,sneakylol,46074
loltyler1,zackrawrr,45463
loltyler1,tobiasfate,41271
loltyler1,nmplol,38579
loltyler1,tarzaned,38349
loltyler1,pokelawls,37672
loltyler1,moonmoon,37344
loltyler1,tarik,36658
loltyler1,sanchovies,36525
loltyler1,moistcr1tikal,36178
loltyler1,ninja,35445
loltyler1,myth,35012
loltyler1,scarra,32181
loltyler1,skippypoppin,31881
loltyler1,nightblue3,30882
loltyler1,quin69,30755
loltyler1,lvndmark,29445
loltyler1,shahzam,28479
loltyler1,noway4u_sir,28142
loltyler1,nickmercs,26634
loltyler1,veibae,26003
loltyler1,sykkuno,25650
loltyler1,sinatraa,25014
loltyler1,valorant,23694
loltyler1,maya,23625
loltyler1,yassuo,22527
loltyler1,tenz,22195
loltyler1,wardell,20876
loltyler1,trick2g,20548
loltyler1,tsm_imperialhal,19638
loltyler1,solarbacca,19325
loltyler1,tfue,18212
loltyler1,pestily,17655
loltyler1,solorenektononly,17233
loltyler1,riotgames,17191
loltyler1,roshtein,17170
loltyler1,otplol_,16731
loltyler1,rubius,16449
loltyler1,shiphtur,15899
loltyler1,lourlo,15850
loltyler1,s1mple,15778
loltyler1,sardoche,15026
loltyler1,quantum,14802
loltyler1,roflgator,14342
loltyler1,nl_kripp,14291
loltyler1,rayditz,14222
loltyler1,thegrefg,13625
loltyler1,wooxsolo,13191
loltyler1,sick_cs,13115
loltyler1,subroza,13094
loltyler1,sirhcez,12866
loltyler1,willerz,12656
loltyler1,prodval,12621
loltyler1,tectone,12251
loltyler1,rocketleague,12110
loltyler1,werlyb,11782
loltyler1,tolkinlol,11737
loltyler1,thijs,11596
loltyler1,mortdog,11531
loltyler1,surefour,11404
loltyler1,yamatosdeath1,11243
loltyler1,xayoo_,11104
loltyler1,shivfps,10906
loltyler1,montanablack88,10784
loltyler1,smallant,10754
loltyler1,sweetdreams,10652
loltyler1,maximilian_dood,10577
loltyler1,qtcinderella,10539
loltyler1,nisqyy,10518
loltyler1,rybsonlol_,10449
loltyler1,zoil,10196
loltyler1,primeleague,10183
loltyler1,robinsongz,10105
loltyler1,willneff,10078
loltyler1,lvpes,10050
casimito,gaules,177705
casimito,fnxlntc,100259
casimito,gafallen,83415
casimito,cblol,79349
casimito,loud_coringa,77997
casimito,yoda,76519
casimito,liminhag0d,54275
casimito,deercheerup,54063
casimito,jukes,51173
casimito,gabepeixe,46628
casimito,coreano,39413
casimito,mch_agg,38314
casimito,pigzadaxd,36335
casimito,tixinhadois,35072
casimito,tteuw,34785
casimito,oestagiario,34150
casimito,sacy,32894
casimito,tntsportsbr,31538
casimito,rakin,30966
casimito,yayahuz,30566
casimito,frttt,30408
casimito,pijack11,29304
casimito,kennzy,25262
casimito,tioorochitwitch,23491
casimito,fer,23044
casimito,nahzinhaa,22580
casimito,taspio,22326
casimito,sonecarox,22233
casimito,flowpodcast,21697
casimito,nicklink,21519
casimito,revolta,20458
casimito,xandfps,19983
casimito,mylonzete,18944
casimito,nobru,18191
casimito,esacarry,17543
casimito,gratis150ml,17057
casimito,paivinha29,16919
casimito,mount,16903
casimito,lck,16625
casimito,loud_thurzin,16587
casimito,yetz,15866
casimito,tck10,15271
casimito,meikodboy_,15121
casimito,smzinho,14366
casimito,skipnho,14320
casimito,zerobadass,14155
casimito,zigueira,14129
casimito,lucasteles2,13745
casimito,paulanobre,13447
casimito,lec,13348
casimito,leticiaxmotta,13128
casimito,yulla,13038
casimito,hayashii,12920
casimito,thedarkness,12886
casimito,lpl,12761
casimito,s1mple,12448
casimito,lcs,11965
casimito,playhard,11850
casimito,felps,11158
casimito,courtesy,11125
casimito,suetam1v4,10940
casimito,rnakano,10889
casimito,spkclb,10149
casimito,rangerlol1,10129
casimito,shroud,10093
lec,loltyler1,172849
lec,lpl,113988
lec,xqcow,89324
lec,rekkles,77829
lec,lol_nemesis,72494
lec,ratirl,71083
lec,sodapoppin,62823
lec,noway4u_sir,59955
lec,thebausffs,57906
lec,shroud,57049
lec,midbeast,54374
lec,mizkif,48281
lec,tfblade,41145
lec,summit1g,40071
lec,sneakylol,39724
lec,pokimane,38872
lec,primeleague,38010
lec,trainwreckstv,35974
lec,lvpes,34612
lec,otplol_,34173
lec,riotgames,33570
lec,lirik,32307
lec,valorant,30199
lec,tolkinlol,29544
lec,zackrawrr,29200
lec,scarra,28082
lec,tarik,25071
lec,tobiasfate,24119
lec,quin69,23040
lec,sanchovies,22614
lec,tarzaned,22193
lec,nmplol,21139
lec,ninja,20719
lec,myth,20115
lec,thegrefg,19739
lec,nightblue3,19662
lec,werlyb,19486
lec,moonmoon,19427
lec,shahzam,19048
lec,lvndmark,18307
lec,rubius,18073
lec,summonersinnlive,17340
lec,sologesang,17284
lec,nisqyy,17268
lec,skippypoppin,17042
lec,veibae,16637
lec,rybsonlol_,16424
lec,rayditz,16295
lec,solaaaa,15752
lec,rocketleague,15660
lec,s1mple,15513
lec,sykkuno,15316
lec,yoda,15315
lec,moistcr1tikal,15253
lec,maxim,15232
lec,solarbacca,15051
lec,xayoo_,15019
lec,tsm_imperialhal,14952
lec,mortdog,14899
lec,tenz,14802
lec,pokelawls,14618
lec,roshtein,14612
lec,lourlo,14185
lec,wardell,14128
lec,shiphtur,13912
lec,limit_maximum,13257
lec,nickmercs,13192
lec,lilypichu,13168
lec,sardoche,13016
lec,sinatraa,12932
lec,maya,12784
lec,thijs,12669
lec,pestily,12627
lec,montanablack88,12293
lec,yassuo,12200
lec,robinsongz,11936
lec,quantum,11861
lec,polsatgames,11818
lec,smallant,11774
lec,nl_kripp,11381
lec,riotgamesturkish,11009
lec,prestivent,10703
lec,yamatosdeath1,10686
lec,wooxsolo,10517
lec,overpow,10477
lec,trick2g,10300
lec,targamas1,10293
lec,zizaran,10174
lec,trymacs,10062
lec,vysotzky,10041
